"forecast_date";"ingredient_id";"ingredient_name";"category";"unit";"forecast_quantity_needed";"lower_bound_quantity";"upper_bound_quantity";"cumulative_forecast_quantity";"starting_inventory_quantity";"projected_inventory_end_of_day_no_order";"projected_expired_quantity_to_date";"projected_unfilled_demand_quantity";"is_synthetic"
"2026-08-11";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"114981.138";"55785";"0";"13946.25";"73142.388";"true"
"2026-08-11";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"72292.73";"35053";"0";"8763.25";"46002.98";"true"
"2026-08-11";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"56885.964";"27583";"0";"6895.75";"36198.714";"true"
"2026-08-11";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"28482.358";"33148";"4665.642";"0";"0";"true"
"2026-08-11";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"96488.218";"46825";"0";"11706.25";"61369.468";"true"
"2026-08-11";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"4010.353";"4668";"657.647";"0";"0";"true"
"2026-08-11";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"89875.122";"104592";"14716.878";"0";"0";"true"
"2026-08-11";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"47370.464";"22966";"0";"0";"24404.464";"true"
"2026-08-11";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"3439.68";"1668";"0";"0";"1771.68";"true"
"2026-08-11";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"17282.629";"8380";"0";"0";"8902.629";"true"
"2026-08-11";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"18731.969";"9089";"0";"0";"9642.969";"true"
"2026-08-11";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"12786.113";"6198";"0";"0";"6588.113";"true"
"2026-08-11";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"35442.788";"17205";"0";"0";"18237.788";"true"
"2026-08-11";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"36655.433";"17784";"0";"0";"18871.433";"true"
"2026-08-11";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"11803.66";"5735";"0";"0";"6068.66";"true"
"2026-08-11";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"10117.423";"4915";"0";"0";"5202.423";"true"
"2026-08-11";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"133959.346";"64951";"0";"0";"69008.346";"true"
"2026-08-11";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"3435.888";"7005";"3569.112";"0";"0";"true"
"2026-08-11";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"1363.016";"2778";"1414.984";"0";"0";"true"
"2026-08-11";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"238.22";"486";"247.78";"0";"0";"true"
"2026-08-11";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"38.943";"80";"41.057";"0";"0";"true"
"2026-08-11";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"37.851";"77";"39.149";"0";"0";"true"
"2026-08-11";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"38.218";"78";"39.782";"0";"0";"true"
"2026-08-11";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"37.877";"77";"39.123";"0";"0";"true"
"2026-08-11";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"38.965";"80";"41.035";"0";"0";"true"
